year,state,month,number,date
2002,Distrito Federal,December,1,1/1/2002
2002,Distrito Federal,December,1,1/1/2002
2002,Distrito Federal,December,7,1/1/2002
2002,Distrito Federal,December,33,1/1/2002
2002,Distrito Federal,December,53,1/1/2002
2002,Distrito Federal,December,33,1/1/2002
2002,Distrito Federal,December,19,1/1/2002
2002,Distrito Federal,December,1,1/1/2002
2002,Distrito Federal,December,1,1/1/2002
2002,Espirito Santo,December,2,1/1/2002
2002,Espirito Santo,December,4,1/1/2002
2002,Espirito Santo,December,4,1/1/2002
2002,Espirito Santo,December,2,1/1/2002
2002,Espirito Santo,December,5,1/1/2002
2002,Espirito Santo,December,18,1/1/2002
2002,Espirito Santo,December,9,1/1/2002
2002,Espirito Santo,December,60,1/1/2002
2002,Espirito Santo,December,46,1/1/2002
2002,Espirito Santo,December,113,1/1/2002
2002,Espirito Santo,December,22,1/1/2002
2002,Espirito Santo,December,12,1/1/2002
2002,Goias,December,12,1/1/2002
2002,Goias,December,9,1/1/2002
2002,Goias,December,48,1/1/2002
2002,Goias,December,78,1/1/2002
2002,Goias,December,171,1/1/2002
2002,Goias,December,302,1/1/2002
2002,Goias,December,686,1/1/2002
2002,Goias,December,1.428,1/1/2002
2002,Goias,December,3.52,1/1/2002
2002,Goias,December,1.367,1/1/2002
2002,Goias,December,192,1/1/2002
2002,Goias,December,115,1/1/2002
2002,Maranhao,December,48,1/1/2002
2002,Maranhao,December,116,1/1/2002
2002,Maranhao,December,16,1/1/2002
2002,Maranhao,December,28,1/1/2002
2002,Maranhao,December,71,1/1/2002
2002,Maranhao,December,230,1/1/2002
2002,Maranhao,December,1.271,1/1/2002
2002,Maranhao,December,3.481,1/1/2002
2002,Maranhao,December,3.181,1/1/2002
2002,Maranhao,December,5.182,1/1/2002
2002,Maranhao,December,5.83,1/1/2002
2002,Maranhao,December,2.165,1/1/2002
2002,Mato Grosso,December,172,1/1/2002
2002,Mato Grosso,December,22,1/1/2002
2002,Mato Grosso,December,103,1/1/2002
2002,Mato Grosso,December,641,1/1/2002
2002,Mato Grosso,December,2.528,1/1/2002
2002,Mato Grosso,December,7.878,1/1/2002
2002,Mato Grosso,December,5.661,1/1/2002
2002,Mato Grosso,December,14.086,1/1/2002
2002,Mato Grosso,December,11.034,1/1/2002
2002,Mato Grosso,December,9.375,1/1/2002
2002,Mato Grosso,December,2.905,1/1/2002
2002,Mato Grosso,December,1.157,1/1/2002
2002,Mato Grosso,December,304,1/1/2002
2002,Mato Grosso,December,98,1/1/2002
2002,Mato Grosso,December,115,1/1/2002
2002,Mato Grosso,December,230,1/1/2002
2002,Mato Grosso,December,88,1/1/2002
2002,Mato Grosso,December,517,1/1/2002
2002,Mato Grosso,December,935,1/1/2002
2002,Mato Grosso,December,3.984,1/1/2002
2002,Mato Grosso,December,2.252,1/1/2002
2002,Mato Grosso,December,2.173,1/1/2002
2002,Mato Grosso,December,1.47,1/1/2002
2002,Mato Grosso,December,376,1/1/2002
2002,Minas Gerais,December,29,1/1/2002
2002,Minas Gerais,December,62,1/1/2002
2002,Minas Gerais,December,62,1/1/2002
2002,Minas Gerais,December,99,1/1/2002
2002,Minas Gerais,December,98,1/1/2002
2002,Minas Gerais,December,207,1/1/2002
2002,Minas Gerais,December,741,1/1/2002
2002,Minas Gerais,December,2.041,1/1/2002
2002,Minas Gerais,December,3.1,1/1/2002
2002,Minas Gerais,December,4.788,1/1/2002
2002,Minas Gerais,December,417,1/1/2002
2002,Minas Gerais,December,225,1/1/2002
2002,Pará,December,144,1/1/2002
2002,Pará,December,120,1/1/2002
2002,Pará,December,14,1/1/2002
2002,Pará,December,11,1/1/2002
2002,Pará,December,18,1/1/2002
2002,Pará,December,149,1/1/2002
2002,Pará,December,772,1/1/2002
2002,Pará,December,15.664,1/1/2002
2002,Pará,December,5.609,1/1/2002
2002,Pará,December,5.189,1/1/2002
2002,Pará,December,7.996,1/1/2002
2002,Pará,December,3.118,1/1/2002
2002,Paraiba,December,5,1/1/2002
2002,Paraiba,December,18,1/1/2002
2002,Paraiba,December,3,1/1/2002
2002,Paraiba,December,1,1/1/2002
2002,Paraiba,December,1,1/1/2002
2002,Paraiba,December,1,1/1/2002
2002,Paraiba,December,8,1/1/2002
2002,Paraiba,December,38,1/1/2002
2002,Paraiba,December,63,1/1/2002
2002,Paraiba,December,193,1/1/2002
2002,Paraiba,December,238,1/1/2002
2002,Paraiba,December,163,1/1/2002
2002,Paraiba,December,47,1/1/2002
2002,Paraiba,December,24,1/1/2002
2002,Paraiba,December,18,1/1/2002
2002,Paraiba,December,84,1/1/2002
2002,Paraiba,December,65,1/1/2002
2002,Paraiba,December,115,1/1/2002
2002,Paraiba,December,172,1/1/2002
2002,Paraiba,December,1.593,1/1/2002
2002,Paraiba,December,1.071,1/1/2002
2002,Paraiba,December,399,1/1/2002
2002,Paraiba,December,425,1/1/2002
2002,Paraiba,December,165,1/1/2002
2002,Pernambuco,December,10,1/1/2002
2002,Pernambuco,December,19,1/1/2002
2002,Pernambuco,December,24,1/1/2002
2002,Pernambuco,December,5,1/1/2002
2002,Pernambuco,December,13,1/1/2002
2002,Pernambuco,December,1,1/1/2002
2002,Pernambuco,December,8,1/1/2002
2002,Pernambuco,December,37,1/1/2002
2002,Pernambuco,December,374,1/1/2002
2002,Pernambuco,December,638,1/1/2002
2002,Pernambuco,December,521,1/1/2002
2002,Pernambuco,December,259,1/1/2002
2002,Piau,December,33,1/1/2002
2002,Piau,December,160,1/1/2002
2002,Piau,December,63,1/1/2002
2002,Piau,December,87,1/1/2002
2002,Piau,December,84,1/1/2002
2002,Piau,December,161,1/1/2002
2002,Piau,December,534,1/1/2002
2002,Piau,December,2.28,1/1/2002
2002,Piau,December,2.475,1/1/2002
2002,Piau,December,2.757,1/1/2002
2002,Piau,December,1.174,1/1/2002
2002,Piau,December,373,1/1/2002
2002,Rio,December,0,1/1/2002
2002,Rio,December,1,1/1/2002
2002,Rio,December,1,1/1/2002
2002,Rio,December,8,1/1/2002
2002,Rio,December,4,1/1/2002
2002,Rio,December,13,1/1/2002
2002,Rio,December,17,1/1/2002
2002,Rio,December,184,1/1/2002
2002,Rio,December,45,1/1/2002
2002,Rio,December,313,1/1/2002
2002,Rio,December,11,1/1/2002
2002,Rio,December,8,1/1/2002
2002,Rio,December,4,1/1/2002
2002,Rio,December,18,1/1/2002
2002,Rio,December,3,1/1/2002
2002,Rio,December,0,1/1/2002
2002,Rio,December,6,1/1/2002
2002,Rio,December,1,1/1/2002
2002,Rio,December,7,1/1/2002
2002,Rio,December,48,1/1/2002
2002,Rio,December,52,1/1/2002
2002,Rio,December,140,1/1/2002
2002,Rio,December,178,1/1/2002
2002,Rio,December,222,1/1/2002
2002,Rio,December,265,1/1/2002
2002,Rio,December,38,1/1/2002
2002,Rio,December,26,1/1/2002
2002,Rio,December,6,1/1/2002
2002,Rio,December,7,1/1/2002
2002,Rio,December,4,1/1/2002
2002,Rio,December,93,1/1/2002
2002,Rio,December,824,1/1/2002
2002,Rio,December,226,1/1/2002
2002,Rio,December,10,1/1/2002
2002,Rio,December,117,1/1/2002
2002,Rio,December,45,1/1/2002
2002,Rondonia,December,6,1/1/2002
2002,Rondonia,December,8,1/1/2002
2002,Rondonia,December,1,1/1/2002
2002,Rondonia,December,3,1/1/2002
2002,Rondonia,December,10,1/1/2002
2002,Rondonia,December,141,1/1/2002
2002,Rondonia,December,539,1/1/2002
2002,Rondonia,December,3.465,1/1/2002
2002,Rondonia,December,7.067,1/1/2002
2002,Rondonia,December,3.554,1/1/2002
2002,Rondonia,December,639,1/1/2002
2002,Rondonia,December,91,1/1/2002
2002,Roraima,December,302,1/1/2002
2002,Roraima,December,476,1/1/2002
2002,Roraima,December,820,1/1/2002
2002,Roraima,December,41,1/1/2002
2002,Roraima,December,0,1/1/2002
2002,Roraima,December,0,1/1/2002
2002,Roraima,December,7,1/1/2002
2002,Roraima,December,7,1/1/2002
2002,Roraima,December,48,1/1/2002
2002,Roraima,December,191,1/1/2002
2002,Roraima,December,133,1/1/2002
2002,Roraima,December,199,1/1/2002
2002,Santa Catarina,December,22,1/1/2002
2002,Santa Catarina,December,5,1/1/2002
2002,Santa Catarina,December,12,1/1/2002
2002,Santa Catarina,December,7,1/1/2002
2002,Santa Catarina,December,3,1/1/2002
2002,Santa Catarina,December,0,1/1/2002
2002,Santa Catarina,December,82,1/1/2002
2002,Santa Catarina,December,702,1/1/2002
2002,Santa Catarina,December,416,1/1/2002
2002,Santa Catarina,December,42,1/1/2002
2002,Santa Catarina,December,348,1/1/2002
2002,Santa Catarina,December,76,1/1/2002
2002,Sao Paulo,December,19,1/1/2002
2002,Sao Paulo,December,19,1/1/2002
2002,Sao Paulo,December,111,1/1/2002
2002,Sao Paulo,December,178,1/1/2002
2002,Sao Paulo,December,319,1/1/2002
2002,Sao Paulo,December,562,1/1/2002
2002,Sao Paulo,December,448,1/1/2002
2002,Sao Paulo,December,719,1/1/2002
2002,Sao Paulo,December,302,1/1/2002
2002,Sao Paulo,December,733,1/1/2002
2002,Sao Paulo,December,72,1/1/2002
2002,Sao Paulo,December,57,1/1/2002
2002,Sergipe,December,1,1/1/2002
2002,Sergipe,December,6,1/1/2002
2002,Sergipe,December,7,1/1/2002
2002,Sergipe,December,12,1/1/2002
2002,Sergipe,December,0,1/1/2002
2002,Sergipe,December,0,1/1/2002
2002,Sergipe,December,0,1/1/2002
2002,Sergipe,December,2,1/1/2002
2002,Sergipe,December,0,1/1/2002
2002,Sergipe,December,20,1/1/2002
2002,Sergipe,December,57,1/1/2002
2002,Sergipe,December,103,1/1/2002
2002,Tocantins,December,35,1/1/2002
2002,Tocantins,December,48,1/1/2002
2002,Tocantins,December,33,1/1/2002
2002,Tocantins,December,37,1/1/2002
2002,Tocantins,December,138,1/1/2002
2002,Tocantins,December,396,1/1/2002
2002,Tocantins,December,976,1/1/2002
2002,Tocantins,December,3.027,1/1/2002
2002,Tocantins,December,5.314,1/1/2002
2002,Tocantins,December,1.537,1/1/2002
2002,Tocantins,December,207,1/1/2002
2002,Tocantins,December,39,1/1/2002
2003,Acre,January,10,1/1/2003
2003,Acre,February,0,1/1/2003
2003,Acre,March,0,1/1/2003
2003,Acre,April,1,1/1/2003
2003,Acre,May,6,1/1/2003
2003,Acre,June,0,1/1/2003
2003,Acre,July,168,1/1/2003
2003,Acre,August,1.976,1/1/2003
2003,Acre,September,3.942,1/1/2003
2003,Acre,October,740,1/1/2003
2003,Acre,November,15,1/1/2003
2003,Acre,December,1,1/1/2003
2003,Alagoas,December,150,1/1/2003
2003,Alagoas,December,33,1/1/2003
2003,Alagoas,December,15,1/1/2003
2003,Alagoas,December,20,1/1/2003
2003,Alagoas,December,1,1/1/2003
2003,Alagoas,December,0,1/1/2003
2003,Alagoas,December,0,1/1/2003
2003,Alagoas,December,2,1/1/2003
2003,Alagoas,December,8,1/1/2003
2003,Alagoas,December,10,1/1/2003
2003,Alagoas,December,17,1/1/2003
2003,Alagoas,December,43,1/1/2003
2003,Amapa,December,31,1/1/2003
2003,Amapa,December,0,1/1/2003
2003,Amapa,December,1,1/1/2003
2003,Amapa,December,2,1/1/2003
2003,Amapa,December,0,1/1/2003
2003,Amapa,December,0,1/1/2003
2003,Amapa,December,0,1/1/2003
2003,Amapa,December,14,1/1/2003
2003,Amapa,December,88,1/1/2003
2003,Amapa,December,355,1/1/2003
2003,Amapa,December,750,1/1/2003
2003,Amapa,December,411,1/1/2003
2003,Amazonas,December,158,1/1/2003
2003,Amazonas,December,62,1/1/2003
2003,Amazonas,December,64,1/1/2003
2003,Amazonas,December,11,1/1/2003
2003,Amazonas,December,2,1/1/2003
2003,Amazonas,December,3,1/1/2003
2003,Amazonas,December,180,1/1/2003
2003,Amazonas,December,1.867,1/1/2003
2003,Amazonas,December,1.401,1/1/2003
2003,Amazonas,December,725,1/1/2003
2003,Amazonas,December,169,1/1/2003
2003,Amazonas,December,147,1/1/2003
2003,Bahia,December,439,1/1/2003
2003,Bahia,December,223,1/1/2003
2003,Bahia,December,274,1/1/2003
2003,Bahia,December,376,1/1/2003
2003,Bahia,December,106,1/1/2003
2003,Bahia,December,140,1/1/2003
2003,Bahia,December,261,1/1/2003
2003,Bahia,December,1.039,1/1/2003
2003,Bahia,December,8.847,1/1/2003
2003,Bahia,December,4.264,1/1/2003
2003,Bahia,December,533,1/1/2003
2003,Bahia,December,710,1/1/2003
2003,Ceara,December,264,1/1/2003
2003,Ceara,December,9,1/1/2003
2003,Ceara,December,3,1/1/2003
2003,Ceara,December,3,1/1/2003
2003,Ceara,December,0,1/1/2003
2003,Ceara,December,2,1/1/2003
2003,Ceara,December,14,1/1/2003
2003,Ceara,December,109,1/1/2003
2003,Ceara,December,384,1/1/2003
2003,Ceara,December,1.761,1/1/2003
2003,Ceara,December,3.327,1/1/2003
2003,Ceara,December,2.436,1/1/2003
2003,Distrito Federal,December,0,1/1/2003
2003,Distrito Federal,December,1,1/1/2003
2003,Distrito Federal,December,0,1/1/2003
2003,Distrito Federal,December,0,1/1/2003
2003,Distrito Federal,December,0,1/1/2003
2003,Distrito Federal,December,11,1/1/2003
2003,Distrito Federal,December,19,1/1/2003
2003,Distrito Federal,December,36,1/1/2003
2003,Distrito Federal,December,17,1/1/2003
2003,Distrito Federal,December,12,1/1/2003
2003,Distrito Federal,December,0,1/1/2003
2003,Distrito Federal,December,0,1/1/2003
2003,Espirito Santo,December,4,1/1/2003
2003,Espirito Santo,December,11,1/1/2003
2003,Espirito Santo,December,28,1/1/2003
2003,Espirito Santo,December,22,1/1/2003
2003,Espirito Santo,December,1,1/1/2003
2003,Espirito Santo,December,19,1/1/2003
2003,Espirito Santo,December,27,1/1/2003
2003,Espirito Santo,December,118,1/1/2003
2003,Espirito Santo,December,252,1/1/2003
2003,Espirito Santo,December,159,1/1/2003
2003,Espirito Santo,December,49,1/1/2003
2003,Espirito Santo,December,18,1/1/2003
2003,Goias,December,14,1/1/2003
2003,Goias,December,47,1/1/2003
2003,Goias,December,29,1/1/2003
2003,Goias,December,87,1/1/2003
2003,Goias,December,57,1/1/2003
2003,Goias,December,321,1/1/2003
2003,Goias,December,322,1/1/2003
2003,Goias,December,902,1/1/2003
2003,Goias,December,1.662,1/1/2003
2003,Goias,December,1.183,1/1/2003
2003,Goias,December,168,1/1/2003
2003,Goias,December,129,1/1/2003
2003,Maranhao,December,436,1/1/2003
2003,Maranhao,December,11,1/1/2003
2003,Maranhao,December,16,1/1/2003
2003,Maranhao,December,79,1/1/2003
2003,Maranhao,December,60,1/1/2003
2003,Maranhao,December,338,1/1/2003
2003,Maranhao,December,1.103,1/1/2003
2003,Maranhao,December,2.023,1/1/2003
2003,Maranhao,December,5.878,1/1/2003
2003,Maranhao,December,6.085,1/1/2003
2003,Maranhao,December,4.929,1/1/2003
2003,Maranhao,December,2.424,1/1/2003
2003,Mato Grosso,December,896,1/1/2003
2003,Mato Grosso,December,592,1/1/2003
2003,Mato Grosso,December,554,1/1/2003
2003,Mato Grosso,December,903,1/1/2003
2003,Mato Grosso,December,942,1/1/2003
2003,Mato Grosso,December,4.313,1/1/2003
2003,Mato Grosso,December,5.435,1/1/2003
2003,Mato Grosso,December,11.132,1/1/2003
2003,Mato Grosso,December,15.79,1/1/2003
2003,Mato Grosso,December,5.341,1/1/2003
2003,Mato Grosso,December,2.097,1/1/2003
2003,Mato Grosso,December,1.622,1/1/2003
2003,Mato Grosso,December,182,1/1/2003
2003,Mato Grosso,December,108,1/1/2003
2003,Mato Grosso,December,137,1/1/2003
2003,Mato Grosso,December,126,1/1/2003
2003,Mato Grosso,December,74,1/1/2003
2003,Mato Grosso,December,170,1/1/2003
2003,Mato Grosso,December,182,1/1/2003
2003,Mato Grosso,December,953,1/1/2003
2003,Mato Grosso,December,1.124,1/1/2003
2003,Mato Grosso,December,541,1/1/2003
2003,Mato Grosso,December,380,1/1/2003
2003,Mato Grosso,December,153,1/1/2003
2003,Minas Gerais,December,37,1/1/2003
2003,Minas Gerais,December,126,1/1/2003
2003,Minas Gerais,December,81,1/1/2003
2003,Minas Gerais,December,215,1/1/2003
2003,Minas Gerais,December,75,1/1/2003
2003,Minas Gerais,December,245,1/1/2003
2003,Minas Gerais,December,407,1/1/2003
2003,Minas Gerais,December,1.955,1/1/2003
2003,Minas Gerais,December,7.091,1/1/2003
2003,Minas Gerais,December,5.391,1/1/2003
2003,Minas Gerais,December,399,1/1/2003
2003,Minas Gerais,December,225,1/1/2003
2003,Pará,December,900,1/1/2003
2003,Pará,December,34,1/1/2003
2003,Pará,December,27,1/1/2003
2003,Pará,December,14,1/1/2003
2003,Pará,December,3,1/1/2003
2003,Pará,December,64,1/1/2003
2003,Pará,December,1.571,1/1/2003
2003,Pará,December,6.255,1/1/2003
2003,Pará,December,8.447,1/1/2003
2003,Pará,December,3.803,1/1/2003
2003,Pará,December,6.195,1/1/2003
2003,Pará,December,4.787,1/1/2003
2003,Paraiba,December,70,1/1/2003
2003,Paraiba,December,3,1/1/2003
2003,Paraiba,December,0,1/1/2003
2003,Paraiba,December,0,1/1/2003
2003,Paraiba,December,0,1/1/2003
2003,Paraiba,December,0,1/1/2003
2003,Paraiba,December,6,1/1/2003
2003,Paraiba,December,14,1/1/2003
2003,Paraiba,December,81,1/1/2003
2003,Paraiba,December,381,1/1/2003
2003,Paraiba,December,538,1/1/2003
2003,Paraiba,December,288,1/1/2003
2003,Paraiba,December,109,1/1/2003
2003,Paraiba,December,46,1/1/2003
2003,Paraiba,December,76,1/1/2003
2003,Paraiba,December,130,1/1/2003
2003,Paraiba,December,115,1/1/2003
2003,Paraiba,December,159,1/1/2003
2003,Paraiba,December,101,1/1/2003
2003,Paraiba,December,1.896,1/1/2003
2003,Paraiba,December,2.446,1/1/2003
2003,Paraiba,December,1.228,1/1/2003
2003,Paraiba,December,503,1/1/2003
2003,Paraiba,December,171,1/1/2003
2003,Pernambuco,December,188,1/1/2003
2003,Pernambuco,December,35,1/1/2003
2003,Pernambuco,December,9,1/1/2003
2003,Pernambuco,December,7,1/1/2003
2003,Pernambuco,December,1,1/1/2003
2003,Pernambuco,December,2,1/1/2003
2003,Pernambuco,December,5,1/1/2003
2003,Pernambuco,December,26,1/1/2003
2003,Pernambuco,December,510,1/1/2003
2003,Pernambuco,December,859,1/1/2003
2003,Pernambuco,December,560,1/1/2003
2003,Pernambuco,December,229,1/1/2003
2003,Piau,December,86,1/1/2003
2003,Piau,December,3,1/1/2003
2003,Piau,December,15,1/1/2003
2003,Piau,December,22,1/1/2003
2003,Piau,December,13,1/1/2003
2003,Piau,December,88,1/1/2003
2003,Piau,December,407,1/1/2003
2003,Piau,December,864,1/1/2003
2003,Piau,December,3.399,1/1/2003
2003,Piau,December,2.332,1/1/2003
2003,Piau,December,1.248,1/1/2003
2003,Piau,December,459,1/1/2003
2003,Rio,December,0,1/1/2003
2003,Rio,December,10,1/1/2003
2003,Rio,December,23,1/1/2003
2003,Rio,December,11,1/1/2003
2003,Rio,December,1,1/1/2003
2003,Rio,December,13,1/1/2003
2003,Rio,December,42,1/1/2003
2003,Rio,December,191,1/1/2003
2003,Rio,December,166,1/1/2003
2003,Rio,December,81,1/1/2003
2003,Rio,December,5,1/1/2003
2003,Rio,December,10,1/1/2003
2003,Rio,December,113,1/1/2003
2003,Rio,December,9,1/1/2003
2003,Rio,December,1,1/1/2003
2003,Rio,December,2,1/1/2003
2003,Rio,December,0,1/1/2003
2003,Rio,December,1,1/1/2003
2003,Rio,December,7,1/1/2003
2003,Rio,December,97,1/1/2003
2003,Rio,December,112,1/1/2003
2003,Rio,December,276,1/1/2003
2003,Rio,December,366,1/1/2003
2003,Rio,December,278,1/1/2003
2003,Rio,December,58,1/1/2003
2003,Rio,December,13,1/1/2003
2003,Rio,December,27,1/1/2003
2003,Rio,December,30,1/1/2003
2003,Rio,December,18,1/1/2003
2003,Rio,December,14,1/1/2003
2003,Rio,December,55,1/1/2003
2003,Rio,December,1.419,1/1/2003
2003,Rio,December,828,1/1/2003
2003,Rio,December,360,1/1/2003
2003,Rio,December,121,1/1/2003
2003,Rio,December,98,1/1/2003
2003,Rondonia,December,62,1/1/2003
2003,Rondonia,December,10,1/1/2003
2003,Rondonia,December,13,1/1/2003
2003,Rondonia,December,10,1/1/2003
2003,Rondonia,December,21,1/1/2003
2003,Rondonia,December,74,1/1/2003
2003,Rondonia,December,516,1/1/2003
2003,Rondonia,December,7.06,1/1/2003
2003,Rondonia,December,6.89,1/1/2003
2003,Rondonia,December,4.962,1/1/2003
2003,Rondonia,December,526,1/1/2003
2003,Rondonia,December,214,1/1/2003
2003,Roraima,December,547,1/1/2003
2003,Roraima,December,767,1/1/2003
2003,Roraima,December,1.131,1/1/2003
2003,Roraima,December,268,1/1/2003
2003,Roraima,December,0,1/1/2003
2003,Roraima,December,0,1/1/2003
2003,Roraima,December,0,1/1/2003
2003,Roraima,December,2,1/1/2003
2003,Roraima,December,6,1/1/2003
2003,Roraima,December,14,1/1/2003
2003,Roraima,December,27,1/1/2003
2003,Roraima,December,157,1/1/2003
2003,Santa Catarina,December,45,1/1/2003
2003,Santa Catarina,December,43,1/1/2003
2003,Santa Catarina,December,58,1/1/2003
2003,Santa Catarina,December,120,1/1/2003
2003,Santa Catarina,December,84,1/1/2003
2003,Santa Catarina,December,68,1/1/2003
2003,Santa Catarina,December,43,1/1/2003
2003,Santa Catarina,December,1.513,1/1/2003
2003,Santa Catarina,December,1.339,1/1/2003
2003,Santa Catarina,December,669,1/1/2003
2003,Santa Catarina,December,347,1/1/2003
2003,Santa Catarina,December,129,1/1/2003
2003,Sao Paulo,December,59,1/1/2003
2003,Sao Paulo,December,137,1/1/2003
2003,Sao Paulo,December,86,1/1/2003
2003,Sao Paulo,December,106,1/1/2003
2003,Sao Paulo,December,69,1/1/2003
2003,Sao Paulo,December,132,1/1/2003
2003,Sao Paulo,December,171,1/1/2003
2003,Sao Paulo,December,934,1/1/2003
2003,Sao Paulo,December,977,1/1/2003
2003,Sao Paulo,December,422,1/1/2003
2003,Sao Paulo,December,155,1/1/2003
2003,Sao Paulo,December,58,1/1/2003
2003,Sergipe,December,198,1/1/2003
2003,Sergipe,December,50,1/1/2003
2003,Sergipe,December,62,1/1/2003
2003,Sergipe,December,48,1/1/2003
2003,Sergipe,December,2,1/1/2003
2003,Sergipe,December,0,1/1/2003
2003,Sergipe,December,0,1/1/2003
2003,Sergipe,December,0,1/1/2003
2003,Sergipe,December,3,1/1/2003
2003,Sergipe,December,2,1/1/2003
2003,Sergipe,December,2,1/1/2003
2003,Sergipe,December,36,1/1/2003
2003,Tocantins,December,35,1/1/2003
2003,Tocantins,December,15,1/1/2003
2003,Tocantins,December,19,1/1/2003
2003,Tocantins,December,64,1/1/2003
2003,Tocantins,December,96,1/1/2003
2003,Tocantins,December,329,1/1/2003
2003,Tocantins,December,762,1/1/2003
2003,Tocantins,December,1.339,1/1/2003
2003,Tocantins,December,4.637,1/1/2003
2003,Tocantins,December,1.339,1/1/2003
2003,Tocantins,December,146,1/1/2003
2003,Tocantins,December,109,1/1/2003
2004,Acre,January,0,1/1/2004
2004,Acre,February,3,1/1/2004
2004,Acre,March,0,1/1/2004
2004,Acre,April,2,1/1/2004
2004,Acre,May,7,1/1/2004
2004,Acre,June,5,1/1/2004
2004,Acre,July,42,1/1/2004
2004,Acre,August,645,1/1/2004
2004,Acre,September,1.978,1/1/2004
2004,Acre,October,461,1/1/2004
2004,Acre,November,10,1/1/2004
2004,Acre,December,7,1/1/2004
2004,Alagoas,December,9,1/1/2004
2004,Alagoas,December,7,1/1/2004
2004,Alagoas,December,16,1/1/2004
2004,Alagoas,December,6,1/1/2004
2004,Alagoas,December,3,1/1/2004
2004,Alagoas,December,0,1/1/2004
2004,Alagoas,December,0,1/1/2004
2004,Alagoas,December,2,1/1/2004
2004,Alagoas,December,5,1/1/2004
2004,Alagoas,December,12,1/1/2004
2004,Alagoas,December,28,1/1/2004
2004,Alagoas,December,71,1/1/2004
2004,Amapa,December,38,1/1/2004
2004,Amapa,December,2,1/1/2004
2004,Amapa,December,0,1/1/2004
2004,Amapa,December,0,1/1/2004
2004,Amapa,December,0,1/1/2004
2004,Amapa,December,5,1/1/2004
2004,Amapa,December,2,1/1/2004
2004,Amapa,December,9,1/1/2004
2004,Amapa,December,67,1/1/2004
2004,Amapa,December,412,1/1/2004
2004,Amapa,December,949,1/1/2004
2004,Amapa,December,777,1/1/2004
2004,Amazonas,December,123,1/1/2004
2004,Amazonas,December,92,1/1/2004
2004,Amazonas,December,6,1/1/2004
2004,Amazonas,December,4,1/1/2004
2004,Amazonas,December,0,1/1/2004
2004,Amazonas,December,12,1/1/2004
2004,Amazonas,December,177,1/1/2004
2004,Amazonas,December,1.207,1/1/2004
2004,Amazonas,December,911,1/1/2004
2004,Amazonas,December,710,1/1/2004
2004,Amazonas,December,209,1/1/2004
2004,Amazonas,December,53,1/1/2004
2004,Bahia,December,158,1/1/2004
2004,Bahia,December,122,1/1/2004
2004,Bahia,December,115,1/1/2004
2004,Bahia,December,89,1/1/2004
2004,Bahia,December,124,1/1/2004
2004,Bahia,December,289,1/1/2004
2004,Bahia,December,310,1/1/2004
2004,Bahia,December,1.43,1/1/2004
2004,Bahia,December,6.433,1/1/2004
2004,Bahia,December,4.81,1/1/2004
2004,Bahia,December,1.736,1/1/2004
2004,Bahia,December,423,1/1/2004
2004,Ceara,December,143,1/1/2004
2004,Ceara,December,5,1/1/2004
2004,Ceara,December,1,1/1/2004
2004,Ceara,December,2,1/1/2004
2004,Ceara,December,3,1/1/2004
2004,Ceara,December,1,1/1/2004
2004,Ceara,December,16,1/1/2004
2004,Ceara,December,61,1/1/2004
2004,Ceara,December,144,1/1/2004
2004,Ceara,December,1.217,1/1/2004
2004,Ceara,December,2.9,1/1/2004
2004,Ceara,December,3.158,1/1/2004
2004,Distrito Federal,December,0,1/1/2004
2004,Distrito Federal,December,0,1/1/2004
2004,Distrito Federal,December,0,1/1/2004
2004,Distrito Federal,December,1,1/1/2004
2004,Distrito Federal,December,9,1/1/2004
2004,Distrito Federal,December,6,1/1/2004
2004,Distrito Federal,December,37,1/1/2004
2004,Distrito Federal,December,108,1/1/2004
2004,Distrito Federal,December,100,1/1/2004
2004,Distrito Federal,December,18,1/1/2004
2004,Distrito Federal,December,0,1/1/2004
2004,Distrito Federal,December,0,1/1/2004
2004,Espirito Santo,December,1,1/1/2004
2004,Espirito Santo,December,5,1/1/2004
2004,Espirito Santo,December,3,1/1/2004
2004,Espirito Santo,December,0,1/1/2004
2004,Espirito Santo,December,0,1/1/2004
2004,Espirito Santo,December,3,1/1/2004
2004,Espirito Santo,December,4,1/1/2004
2004,Espirito Santo,December,12,1/1/2004
2004,Espirito Santo,December,47,1/1/2004
2004,Espirito Santo,December,48,1/1/2004
2004,Espirito Santo,December,42,1/1/2004
2004,Espirito Santo,December,9,1/1/2004
2004,Goias,December,10,1/1/2004
2004,Goias,December,11,1/1/2004
2004,Goias,December,36,1/1/2004
2004,Goias,December,32,1/1/2004
2004,Goias,December,157,1/1/2004
2004,Goias,December,422,1/1/2004
2004,Goias,December,778,1/1/2004
2004,Goias,December,1.498,1/1/2004
2004,Goias,December,2.965,1/1/2004
2004,Goias,December,1.275,1/1/2004
2004,Goias,December,291,1/1/2004
2004,Goias,December,56,1/1/2004
2004,Maranhao,December,241,1/1/2004
2004,Maranhao,December,22,1/1/2004
2004,Maranhao,December,18,1/1/2004
2004,Maranhao,December,44,1/1/2004
2004,Maranhao,December,145,1/1/2004
2004,Maranhao,December,706,1/1/2004
2004,Maranhao,December,1.366,1/1/2004
2004,Maranhao,December,1.889,1/1/2004
2004,Maranhao,December,4.673,1/1/2004
2004,Maranhao,December,3.604,1/1/2004
